Symbol,Description,Assets under management,Assets under management - Currency,Asset class,Focus,Brand,Category,Country of registration,Niche,Region,Strategy,Leverage,Portfolio transparency,Selection criteria,Weighting scheme,Index provider,Currency hedged,Derivative holdings,Tax form,UCITS compliance,Fund flows 1 month,Fund flows 1 month - Currency,Net assets value,Net assets value - Currency
MTUL,ETRACS 2x Leveraged MSCI US Momentum Factor TR ETN,9224100,USD,Equity,Total market,ETRACS,Size and style,United States,Broad-based,North America,Momentum,Leveraged 2x,Semi or non-transparent,Momentum,Momentum,"MSCI, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,31.4666,USD
RHTX,RH Tactical Outlook ETF,9220811.26698,USD,Asset allocation,Target outcome,Adaptive,Asset allocation,United States,Income & capital appreciation,Global,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-827961.5,USD,16.90475,USD
BDVG,Litman Gregory Funds Trust IMGP Berkshire Dividend Growth ETF,9191500,USD,Equity,Large cap,iMGP,Size and style,United States,Broad-based,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,298000,USD,11.8,USD
PBJL,SHL Telemedicine Ltd PGIM US Large-Cap Buffer 20 ETF - July,9184787.014,USD,Equity,Large cap,PGIM,Size and style,United States,Broad-based,North America,Buy-write,Non-leveraged,Transparent,Fixed,Fixed,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,27.023,USD
OCFS,Professionally Managed Portfolios Otter Creek Focus Strategy ETF,9182015,USD,Equity,Extended market,Otter Creek,Size and style,United States,Broad-based,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,544712,USD,27.3056,USD
EGUS,iShares Trust iShares ESG Aware MSCI USA Growth ETF,9172739.6,USD,Equity,Total market,iShares,Size and style,United States,Growth,North America,Growth,Non-leveraged,Transparent,Principles-based,Multi-factor,"MSCI, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,1522.5999999998603,USD,45.925909,USD
TSLP,Kurv Yield Premium Strategy Tesla (TSLA) ETF,9169307,USD,Equity,Consumer discretionary,Kurv,Sector,United States,Automobile manufacturers,North America,Buy-write,Non-leveraged,Transparent,Single asset,Single asset,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,558324,USD,32.4809,USD
EAOK,iShares ESG Aware Conservative Allocation ETF,9124878,USD,Asset allocation,Target risk,iShares,Asset allocation,United States,Conservative,Global,ESG,Non-leveraged,Transparent,Principles-based,Fixed,BlackRock Index Services LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,644936.8,USD,25.99214,USD
DMCY,Democracy International Fund,9031432.70844687,USD,Equity,Total market,Democracy,Size and style,United States,Broad-based,Global Ex-U.S.,ESG,Non-leveraged,Transparent,Market cap,Principles-based,Solactive AG,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,781334.9980327022,USD,25.69,USD
EQLS,Simplify Exchange Traded Funds Simplify Market Neutral Equity Long/Short ETF,8959021.08,USD,Alternatives,Long/short,Simplify,Hedge fund strategies,United States,Market neutral,Global,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Holds,1099 (corporations),Non-compliant,-69697050,USD,21.211,USD
AGIX,KraneShares Artificial Intelligence & Technology ETF,8925435.00511917,USD,Equity,Theme,KraneShares,Sector,United States,Robotics & AI,Global,Vanilla,Non-leveraged,Transparent,Market cap,Tiered,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,2892062.41914493,USD,29.79,USD
MOTO,SmartETFs Smart Transportation & Technology ETF,8895308.9522,USD,Equity,Theme,SmartETFs,Sector,United States,Mobility,Global,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-2111365,USD,43.8901,USD
NIKL,Sprott Nickel Miners ETF,8859630.01,USD,Equity,Materials,Sprott,Sector,United States,Metals & mining,Global,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,NASDAQ,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-1059691.77,USD,11.440601,USD
KEUA,KraneShares European Carbon Allowance Strategy ETF,8844496.50256944,USD,Commodities,Carbon credits,KraneShares,Energy,United States,Extended term,Global,Extended term,Non-leveraged,Transparent,Single asset,Single asset,S&P Dow Jones Indices LLC,Unhedged,Holds,1099 (corporations),Non-compliant,-1103123.8405148983,USD,21.6,USD
EMIF,iShares Emerging Markets Infrastructure ETF,8743840,USD,Equity,Theme,iShares,Sector,United States,Infrastructure,Emerging markets,Vanilla,Non-leveraged,Transparent,Market cap,Tiered,S&P Dow Jones Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,21.8303,USD
FUCIF,FIRST TRUST GLOBAL FUNDS PLC VALUE LINE DIV INDEX UCITS ETF A USD,8740928.79,USD,Equity,Total market,First Trust,Size and style,Ireland,Value,North America,Dividends,Non-leveraged,Transparent,Dividends,Equal,Value Line Funds Investment Trust,Unhedged,Doesn't hold,1099 (corporations),Compliant,0,USD,26.836,USD
HDLB,"ETRACS Monthly Pay 2xLeveraged US High Dividend Low Volatility ETN Series B due September 30, 2044",8729460,USD,Equity,Large cap,ETRACS,Size and style,United States,Broad-based,North America,Multi-factor,Leveraged 2x,Transparent,Multi-factor,Liquidity,Solactive AG,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,14.4388,USD
BERZ,MicroSectors FANG & Innovation -3x Inverse Leveraged ETN,8720735.02025663,USD,Equity,Theme,REX Microsectors,Sector,United States,Big Tech,North America,Equal,Inverse 3x,Semi or non-transparent,Market cap,Equal,Solactive AG,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,11.9399044815856,USD
ARKZ,EA Series Trust ARK 21Shares Active Ethereum Futures Strategy ETF,8712400,USD,Currency,"Long Ether, short USD",21Shares,Pair,United States,Derivative,Global,Active,Non-leveraged,Semi or non-transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,43.944,USD
MYCG,SPDR SSGA My2027 Corporate Bond ETF,8674131.2,USD,Fixed income,Investment grade,SPDR,"Corporate, broad-based",United States,Intermediate,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,24.766741,USD
CPNQ,Calamos ETF Trust Calamos Nasdaq-100 Structured Alt Protection ETF December,8669524.77,USD,Equity,Large cap,Calamos,Size and style,United States,Broad-based,North America,Options collar,Non-leveraged,Transparent,Fixed,Fixed,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,6160000,USD,24.72,USD
EFO,ProShares Ultra MSCI EAFE,8662270.5,USD,Equity,Total market,ProShares,Size and style,United States,Broad-based,Developed markets,Vanilla,Leveraged 2x,Transparent,Market cap,Market cap,"MSCI, Inc.",Unhedged,Holds,1099 (corporations),Non-compliant,0,USD,44.1493,USD
EV,NEOS ETF Trust Mast Global Battery Recycling & Production ETF,8556570,USD,Equity,Theme,Neos,Sector,United States,Mobility,Global,Vanilla,Non-leveraged,Semi or non-transparent,Market cap,Tiered,indxx LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,25.6125,USD
CLIX,ProShares Long Online/Short Stores ETF,8421035,USD,Equity,Consumer discretionary,ProShares,Sector,United States,Broadline retail,Global,Long-short,Non-leveraged,Transparent,Fixed,Tiered,ProShare Advisors LLC,Unhedged,Holds,1099 (corporations),Non-compliant,-943778,USD,47.7171,USD
LTL,ProShares Ultra Communication Services,8387640,USD,Equity,Communication services,ProShares,Sector,United States,Broad-based,North America,Vanilla,Leveraged 2x,Transparent,Committee,Market cap,S&P Dow Jones Indices LLC,Unhedged,Holds,1099 (corporations),Non-compliant,0,USD,90.9686,USD
THRO,iShares U.S. Thematic Rotation Active ETF,8383488,USD,Equity,Theme,iShares,Sector,United States,Broad thematic,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,36748,USD,34.8955,USD
EVUS,iShares Trust iShares ESG Aware MSCI USA Value ETF,8380419.6,USD,Equity,Total market,iShares,Size and style,United States,Value,North America,Value,Non-leveraged,Transparent,Principles-based,Multi-factor,"MSCI, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,1187985.84,USD,29.845884,USD
SPDG,SPDR Series Trust SPDR Portfolio S&P Sector Neutral Dividend ETF,8366662.26,USD,Equity,High dividend yield,SPDR,High dividend yield,United States,Broad-based,North America,Dividends,Non-leveraged,Transparent,Dividends,Market cap,S&P Dow Jones Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,38.903798,USD
SSPX,Janus Henderson U.S. Sustainable Equity ETF,8364027.88,USD,Equity,Theme,Janus Henderson,Sector,United States,Broad thematic,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-700250,USD,27.78,USD
MLPD,Global X Funds Global X MLP & Energy Infrastructure Covered Call ETF,8356778.09641843,USD,Equity,Energy,Global X,Sector,United States,MLPs,North America,Buy-write,Non-leveraged,Transparent,Fixed,Fixed,"Cboe Exchange, Inc. (Illinois)",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,5721587.143906954,USD,26.05,USD
JDOC,JPMorgan Healthcare Leaders ETF,8329500,USD,Equity,Health care,JPMorgan,Sector,United States,Broad-based,Global,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,55.31,USD
FDHT,Fidelity Digital Health ETF,8289409.2,USD,Equity,Health care,Fidelity,Sector,United States,Health care equipment & services,Global,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,Fidelity Management & Research Co. LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,20.563491,USD
EFAS,Global X MSCI SuperDividend EAFE ETF,8274618.77652414,USD,Equity,High dividend yield,Global X,High dividend yield,United States,Broad-based,Developed markets,Dividends,Non-leveraged,Transparent,Dividends,Equal,"MSCI, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-2322201.569846329,USD,14.5,USD
ANEW,ProShares MSCI Transformational Changes ETF,8263972.5,USD,Equity,Theme,ProShares,Sector,United States,Broad thematic,Global,Vanilla,Non-leveraged,Transparent,Market cap,Market cap,"MSCI, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,47.0933,USD
OOTO,Direxion Daily Travel & Vacation Bull 2X Shares,8258820.647,USD,Equity,Consumer discretionary,Direxion,Sector,United States,"Hotels, resorts & cruise lines",North America,Vanilla,Leveraged 2x,Transparent,Market cap,Market cap,MarketVector Indexes GmbH,Unhedged,Holds,1099 (corporations),Non-compliant,-1899400,USD,20.281,USD
FDCE,Foundations Dynamic Core ETF,8251551.22551253,USD,Equity,Total market,Foundations,Size and style,United States,Broad-based,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,5019313.319030201,USD,13.17,USD
PEMX,Putnam ETF Trust Putnam Emerging Markets ex-China ETF,8251196.85,USD,Equity,Total market,Putnam,Size and style,United States,Broad-based,,Active,Non-leveraged,Semi or non-transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,55.202175,USD
JCTR,JPMorgan Carbon Transition U.S. Equity ETF,8240000,USD,Equity,Theme,JPMorgan,Sector,United States,Low carbon,North America,ESG,Non-leveraged,Transparent,Principles-based,Market cap,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,82.45,USD
NSCS,Nuveen Small Cap Select ETF,8189382.1797,USD,Equity,Small cap,Nuveen,Size and style,United States,Broad-based,North America,Active,Non-leveraged,Semi or non-transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,30.08570148,USD
JULQ,Innovator ETFs Trust Innovator Premium Income 40 Barrier ETF - July,8173100,USD,Equity,Large cap,Innovator,Size and style,United States,Broad-based,North America,Buy-write,Non-leveraged,Transparent,Fixed,Fixed,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,25.1539,USD
SNPV,Xtrackers S&P ESG Value ETF,8162532.65,USD,Equity,Large cap,Xtrackers,Size and style,United States,Value,North America,Value,Non-leveraged,Transparent,Principles-based,Market cap,S&P Dow Jones Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,32.558,USD
MIDE,Xtrackers S&P MidCap 400 ESG ETF,8095532.382,USD,Equity,Mid cap,Xtrackers,Size and style,United States,Broad-based,North America,ESG,Non-leveraged,Transparent,Principles-based,Market cap,S&P Dow Jones Indices LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,32.223,USD
IDAT,iShares Future Cloud 5G and Tech ETF,8093088,USD,Equity,Information technology,iShares,Sector,United States,Internet services & infrastructure,Global,Fundamental,Non-leveraged,Transparent,Market cap,Tiered,"Morningstar, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,34.2227,USD
MKAM,MKAM ETF,8054100,USD,Asset allocation,Target outcome,MKAM,Asset allocation,United States,Capital appreciation,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,29.83,USD
QSML,WisdomTree U.S. SmallCap Quality Growth Fund,7980225,USD,Equity,Small cap,WisdomTree,Size and style,United States,Growth,North America,Growth,Non-leveraged,Transparent,Multi-factor,Market cap,"WisdomTree Asset Management, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-4450,USD,28.75,USD
PBAP,SHL Telemedicine Ltd PGIM US Large-Cap Buffer 20 ETF - April,7945447.398,USD,Equity,Large cap,PGIM,Size and style,United States,Broad-based,North America,Buy-write,Non-leveraged,Transparent,Fixed,Fixed,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,273730,USD,27.408,USD
BZQ,ProShares UltraShort MSCI Brazil Capped,7942695.59,USD,Equity,Total market,ProShares,Size and style,United States,Broad-based,Latin America,Vanilla,Inverse 2x,Transparent,Market cap,Market cap,"MSCI, Inc.",Unhedged,Holds,1099 (corporations),Non-compliant,-838302.4999999991,USD,17.0521,USD
HAUS,Tidal ETF Trust Residential REIT ETF,7935509,USD,Equity,Real estate,Armada ETF Advisors,Sector,United States,REITs,North America,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,19.2486,USD
LRND,NYLI U.S. Large Cap R&D Leaders ETF,7909200,USD,Equity,Large cap,New York Life Investments,Size and style,United States,Broad-based,North America,Fundamental,Non-leveraged,Transparent,Fundamental,Fundamental,New York Life Investment Management LLC,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,35.117,USD
ITDH,iShares Trust iShares LifePath Target Date 2060 ETF,7894150.08,USD,Asset allocation,Target date,iShares,Asset allocation,United States,2060,Global,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,653248.94,USD,32.851526,USD
FGM,First Trust Germany AlphaDEX Fund,7893078.93,USD,Equity,Total market,First Trust,Size and style,United States,Broad-based,Europe,Multi-factor,Non-leveraged,Transparent,Multi-factor,Tiered,NASDAQ,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,39.522,USD
EMDV,ProShares MSCI Emerging Markets Dividend Growers ETF,7892272.5,USD,Equity,Total market,ProShares,Size and style,United States,Broad-based,Emerging markets,Fundamental,Non-leveraged,Transparent,Fundamental,Equal,"MSCI, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-445267,USD,44.6948,USD
EMDM,First Trust Exchange-Traded Fund II First Trust Bloomberg Emerging Market Democracies ETF,7881345.036,USD,Equity,Total market,First Trust,Size and style,United States,Broad-based,Emerging markets,ESG,Non-leveraged,Transparent,Principles-based,Principles-based,Bloomberg Finance LP,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,21.743,USD
YQQQ,YieldMax Short N100 Option Income Strategy ETF,7873200,USD,Equity,Large cap,YieldMax,Size and style,United States,Broad-based,North America,Buy-write,Non-leveraged,Transparent,Fixed,Fixed,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,1772975,USD,17.3846,USD
KSPY,KraneShares Trust KraneShares Hedgeye Hedged Equity Index ETF,7872441.11567568,USD,Equity,Large cap,KraneShares,Size and style,United States,Broad-based,North America,Technical,Non-leveraged,Transparent,Technical,Technical,Hedgeye Risk Management LLC,Unhedged,Holds,1099 (corporations),Non-compliant,2610182.8977832184,USD,26.27,USD
BTOP,Bitwise Trendwise BTC/ETH and Treasuries Rotation Strategy ETF,7862501.592,USD,Currency,"Long cryptocurrency basket, short USD",Bitwise,Basket,United States,Derivative,Global,Equal,Non-leveraged,Transparent,Fixed,Equal,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-4280400,USD,63.741,USD
EBIT,Harbor ETF Trust Harbor AlphaEdge Small Cap Earners ETF,7850250,USD,Equity,Small cap,Harbor,Size and style,United States,Broad-based,North America,Fundamental,Non-leveraged,Transparent,Fundamental,Fundamental,"Harbor Capital Advisors, Inc.",Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,34.68,USD
CGRO,Tidal Trust II CoreValues Alpha Greater China Growth ETF,7846117.5,USD,Equity,Total market,CoreValues Alpha,Size and style,United States,Growth,Asia-Pacific,Active,Non-leveraged,Transparent,Proprietary,Proprietary,,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,-1147880,USD,23.6997,USD
ASET,FlexShares Real Assets Allocation Index Fund,7842006.3679,USD,Asset allocation,Target outcome,FlexShares,Asset allocation,United States,Capital appreciation,Global,Technical,Non-leveraged,Transparent,Fixed,Technical,The Northern Trust Co.,Unhedged,Doesn't hold,1099 (corporations),Non-compliant,0,USD,31.2554,USD
